SMILES,bioclass
CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,1
CC1(C)N=C(N)N=C(N)N1c1cccc(CCCCc2ccc(Cl)c(S(=O)(=O)F)c2)c1,1
COc1ccc(-c2cn3c(nc4ccccc43)c(C)n2)cc1,0
CCCCCCCCCCCCCCCC[N+](C)(C)CCl,1
CC(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@]4(O)C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3[C@H](O)C[C@]12C,0
COc1cc2c(cc1OC)C(SC)C(=O)N(Cc1cccc(OC)c1OC)CC2,0
CCSC(=O)/C=C1\CN(C(=O)OC(C)(C)C)C1C(=O)OC(C)(C)C,0
Cc1c2c(c(C)n1-c1ccccc1)C(=O)N(CCSC(=N)N)C2=O,0
N=C(N)NCCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc([N+](=O)[O-])ccc23)cc1,1
COc1cc([C@@H]2CN=C(c3ccc4c(ccn4C)c3)O2)cc(OC)c1OC,0
CC(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,0
NCCNc1ccc2ncnc3c2c1C(=O)c1ccccc1-3,0
CC=C(C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C,1
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)[O-])c4)C3)[C@H](C)[C@H]12,0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,1
CCOC(=O)C(C#N)C1=CC(=O)C(=O)c2ccc(OC)cc21,0
CCOC(=O)C1C(C)=NC(C)=C(C(=O)OCCNC(=O)CCc2ccc(O)c(I)c2)C1c1ccccc1C(F)(F)F,1
Oc1ccc(O)c(CNc2ccccc2)c1,0
NC(=O)N1c2ccccc2C2OC2c2ccccc21,1
COc1cc2c(cc1OC)CN(Cc1ccc(-c3ccccc3)cc1)CC2,0
NCCNCCCCCCNC(=O)c1cccc2cc3ccccc3nc12,1
Cc1cc(C)nc(NS(=O)(=O)c2ccc(Nc3c4ccccc4nc4c(C(=O)NNCCO)cccc34)cc2)n1,0
CNCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,0
C[C@H](CCC1=NCCN1)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,1
CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4OC(C)C(=O)C=C4N)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC,1
CCCCCCCCCCCCCC1=NC(C)(C)CN1C(C)C,0
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,0
NC(=O)NC(=O)c1cccc(NC(=O)CBr)c1,0
COc1cc2c(cc1OC)C(OC)N(C)c1c-2ccc2cc3c(cc12)OCO3,1
CCN(CCCl)c1cc(CN(C)C)cc(NC(=O)c2ccc(C(=O)Nc3cccc(N(CCCl)NN)c3)cc2)c1,1
CCCCCCCCCCCCCCCCCCN(C)CC(COP(=O)(O)OCC[N+](C)(C)C)OC,0
CCCCCCCCCc1c(Cl)nc(Cl)nc1Cl,0
CO[C@@H]1[C@H](O)C[C@@H](O[C@@H]2C[C@H](Oc3cc(O)c4c(O)c5c(cc4c3)C[C@@H]([C@H](OC)C(=O)[C@@H](O)[C@@H](C)O)[C@H](O[C@H]3C[C@@H](O[C@H]4C[C@@H](O[C@H]6C[C@H](OC)[C@@H](OC(=O)C(C)C)[C@H](C)O6)[C@H](O)[C@@H](C)O4)[C@H](O)[C@@H](C)O3)C5=O)O[C@H](C)[C@@H]2OC(C)=O)O[C@@H]1C,1
CNc1nc(Nc2cnn(C3CCOCC3)c2C)ncc1C(F)(F)F,1
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,1
C=C1C(=O)C=C2C=C3C(=O)C(C)(C)C[C@]3(O)[C@@]12C,0
CC(=O)Nc1ccc2c3c(cc(O)c2c1)N(C(=O)CCCCCCC(=O)N1CC(CCl)c2c1cc(O)c1cc(NC(C)=O)ccc21)CC3CCl,1
CCCN(CCC)CCN1Cc2cc(OC)c3c(c2-c2c(cc(OC)c4c2OCO4)C1=O)OCO3,1
COc1ccc(/C=C/C(=O)c2c(C)[n+]([O-])c3ccccc3[n+]2[O-])cc1OC,1
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3CCCCC3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4CCCCC4)C4CCCCC4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,1
CC1CNC(c2ccc(-c3nc(-c4ccc(C5=NC(C)CN5)cc4)nc(N(C)C)n3)cc2)=N1,1
Cc1cc2nc(C=C(C(F)(F)F)C(F)(F)F)sc2cc1C,0
COc1ncc(C(=O)NC2(C(=O)N[C@H](C)c3ccc(-n4nc(Cl)c5ccccc54)cc3F)CC2)s1,0
CCOc1cc(C2SCC(=O)N2c2ccc(Oc3ccc(Cl)cc3)c(Cl)c2)ccc1O,0
CN(C)c1ccc2c(-c3ccsc3C(=O)O)c3ccc(=[N+](C)C)cc-3sc2c1,1
O=C1C=CC(=O)c2ccc(=O)ccc21,0
COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@H](OC(=O)c1ccc(F)c(NC(=O)/C=C/c3ccc(OC)c(OC)c3)c1)C2,1
COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@@H](OC(=O)c1ccc(F)c(NC(=O)c3ccc(OC)c(OC)c3)c1)C2,1
CC(C)=CCC[C@](C)(O)[C@@H]1CC[C@@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@@]12C,0
C=C1[C@@H](OC(=O)C(C)CC)[C@@H](OC(C)=O)C(=O)C(C)(C)/C=C/[C@H](C)[C@H](OC(=O)c2ccccc2)[C@@]2(O)C[C@H](C)[C@H](OC(C)=O)[C@@H]2[C@H]1OC(C)=O,1
CCOc1ccc(-c2nc3cc(-c4nc5cc(N6CCN(C)CC6)ccc5[nH]4)ccc3[nH]2)cc1,1
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0
CO[C@H]1[C@H](C)C=C(C)[C@@H](OC(N)=O)[C@H](C)/C=C/C=C(C)C(=O)Nc2cc(O)cc(c2O)[C@@H](OC)[C@H](C)C[C@H]1OC,1
CC(C=CC=C(C)C(=O)OC1C[C@H](COC2OC(CO)[C@@H](O)C(O)[C@H]2O)C(O)[C@H](O)C1O)=C/C=C/C=C(C)/C=C/C=C(C)C(=O)O[C@@H]1OC(COC2OC(CO)[C@@H](O)C(O)[C@H]2O)C(O)[C@H](O)C1O,1
CN1CCc2c1nc1ccccc1c2NC(=O)C12CC3CC(CC(C3)C1)C2,1
CNC(C)(C)Cc1ccccc1,0
Oc1ccc2oc3ncc(OCc4cccc(Cl)c4)c(-c4ccc(Cl)cc4)c3c2c1,0
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,1
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,1
CC(=O)O[C@H]1[C@@H](COC(=O)c2ccccc2)C[C@]2(OC(=O)/C=C/c3ccccc3)C(=O)/C(C)=C/[C@@H]3[C@H](CC[C@@]4(C)O[C@@H]4[C@@H]12)C3(C)C,1
CN1CCN(c2ccc3[nH]c(-c4ccc5[nH]c(-c6ccc(N(C)CCCl)cc6)nc5c4)nc3c2)CC1,1
CC(C)(O)CCC[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,0
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,1
CN1CC[C@@]23c4c5ccc(O)c4O[C@H]2[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@H]3[C@H]1C5,0
O=c1c(Cc2ccc(O)cc2)nc2c(CC3CCCC3)[nH]c(-c3ccc(O)cc3)cn1-2,0
CCCCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,1
CC(C)CC[C@H]1OC(C)(C)O[C@]1(C)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3[C@H](O)C[C@]12C,0
O=C(C=Cc1ccccc1)Oc1cccc(O)c1,0
Cc1ccc(C)c(NC(=O)CCC(=NNC(=O)c2c(O)ccc3ccccc23)C(C)C(=O)c2ccc(O)cc2)c1,0
N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,1
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,1
CCOc1ccc2nc3cc(N)ccc3c(N)c2c1,1
Brc1c2c(c(Br)c3nsnc13)N=S=N2,0
C[N+](C)=c1ccc2c(-c3ccc(C(=S)N4CCCCC4)s3)c3cc4c5c(c3sc-2c1)CCCN5CCC4,1
COC(=O)CN1C(=O)N(CCCCN2CCN(c3cccc(Cl)c3Cl)CC2)C(c2ccccc2)(c2ccccc2)C1=O,1
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=NNC(=O)c1cccc([N+](=O)[O-])c1)C[C@@H]3OC1CC(N)C(O)C(C)O1,1
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(=S)Nc1ccc3c(c1)C(=O)OC31c3ccc(O)cc3Oc3cc(O)ccc31)CC2,1
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](C)C)cc-2oc2cc(N(C)C)ccc12,1
C=C1[C@H](OCC(C)C)C[C@@H](OC(=O)c2cccnc2)C(C)(C)/C=C/[C@@H](C)C(=O)[C@@]2(OC(C)=O)C[C@@](C)(OC(C)=O)[C@H](OC(C)=O)[C@@H]2[C@H]1OC(C)=O,1
C[Se]C(=O)c1ccc(C(=O)[Se]C)cc1,1
CC(C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)NCC(N)=O)C(C)C,1
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,1
CNCCC[C@@](C#N)(c1ccc(OC)c(OC)c1)C(C)C,1
COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)/C(=C/c3ccncc3)C[C@@H]12,0
CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@H]1OC(C)=O)C(=O)C=C1[C@@H]2CC[C@]2(C)[C@@H]([C@@](C)(O)[C@@H](CCC(C)(C)OC(C)=O)OC(C)=O)CC[C@@]12O,1
CCNc1cc2[o+]c3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c2cc1C,1
CC1=C[C@H]2O[C@@H]3C[C@H]4OC(=O)/C=C\C=C\[C@H]([C@@H](C)O)OC[C@H](O)[C@@]5(C)O[C@@H]5C(=O)OC[C@@]2(C[C@H]1O)[C@]4(C)C31CO1,1
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,1
CC(=O)Oc1cc(OC(C)=O)c2c(c1)O[C@H](c1cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c1)[C@H](OC(=O)c1cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c1)C2,0
CS(=O)(=O)N1CCN(C2CN(CC[C@@]3(c4ccc(Cl)c(Cl)c4)CCC(=O)N(CC4CC4)C3)C2)CC1,1
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cc(OC)c(O)c(OC)c2)cc(OC)c1O,1
CC(C)(C)NC(=O)[C@@H]1CNCCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,1
CCO[P@@](=O)(NC(C)C)Oc1ccc(SC)c(C)c1,0
CC[N+](C)(CC)CCOc1ccc(C(=O)N2C/C(=C\c3ccc(Cl)cc3)C(=O)/C(=C/c3ccc(Cl)cc3)C2)cc1,0
COc1ccc2nccc(NCCCN3CCN(CCCNc4ccnc5ccc(OC)cc45)CC3)c2c1,1
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,0
CC(/C=N/NC(=N)N)=N\NC(=N)N,0
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,1
Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,1
O=c1cc(-c2cccnc2)[nH]c2cc3c(cc12)OCO3,0
Cc1ccc(/C=C2\CN(C(=O)c3ccc(OCCN(C)C)cc3)C/C(=C\c3ccc(C)cc3)C2=O)cc1,1
CC(C)[n+]1c2c(n(C)c1C=Cc1ccccc1)C(=O)c1ccccc1C2=O,1
C=CCN1C(=O)/C(=C/c2cccs2)N=C1SC/C=C/C,0
COc1ccc2c(c1)[C@@H](NC(C)=O)CCc1cc(OC)c(OC)c(OC)c1-2,0
CC(O)c1cc2c(s1)C(=O)c1sccc1C2=O,0
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,1
CCCCC(CC)C(=O)O[C@@H]1[C@@H]2[C@@H](OC(=O)C(CC)CCCC)[C@]3(CC[C@H]4[C@@H](/C=C(\C)C(=O)[C@@]2(O)C[C@@H]1C)C4(C)C)CO3,1
O=C1c2cccc3cccc(c23)C(=O)N1CCCNCCCCNCCCN1C(=O)c2cccc3cccc(c23)C1=O,1
CC(C)(C)NCc1cc(Nc2ccnc3cc(Cl)ccc23)c2c(c1O)CCCC2,1
CC1(C)N=C(N)N=C(N)N1c1ccc(CCCCc2ccc(Cl)cc2Cl)cc1,1
CCCC[Sn](CCCC)(OC(=O)c1cccc(F)c1F)O[Sn](CCCC)(CCCC)OC(=O)c1cccc(F)c1F,0
CN(C)c1ccc2c(-c3ccsc3C(=O)O)c3ccc(=[N+](C)C)cc-3[se]c2c1,1
C[C@H](N)C(=O)N[C@@H]1[C@@H]2C(C(=O)C[C@H](O)[C@@H]2O)C(=O)O[C@@]1(C)C(Cl)Cl,1
Cn1c(=O)c(COc2c(F)c(F)c(F)c(F)c2F)nc2ccccc21,1
C=C1[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H](OC(C)=O)C(C)(C)/C=C/[C@H](C)C(=O)[C@@]2(OC(C)=O)C[C@H](C)[C@H](OC(C)=O)[C@@H]2[C@H]1OC(=O)c1ccccc1,1
O=C(c1ccc(OCCN2CCCCC2)cc1)C1c2ccc(O)cc2SC1c1ccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1,0
CC(=O)O[C@H]1C(=O)O[C@@H]2C[C@H]3C(C)=CC(=O)[C@@H](O)[C@]3(C)[C@H]3[C@]4(O)OC[C@]32[C@@H]1[C@@H](C)[C@H]4O,1
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,0
CO[C@@H]1C[C@](C)(O)Cc2cc3c(c(O)c21)C(=O)c1c(O)cc2c(c1C3=O)O[C@@H]1O[C@@]2(C)[C@@H](O)[C@@H](N(C)C)[C@@H]1O,0
CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,1
N#CC12CC=C(c3ccccc3)N=C1NC(c1ccccc1)=CC2,0
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,1
CCN(CC)CC(=O)Nc1c2c(nc3ccccc13)N(Cc1ccccc1)CC2,1
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,1
Cc1cc(C)cc(-c2cc3ncnc(NNC(=S)NC4CC4)c3s2)c1,0
COC(=O)CN1C(=O)N(CCCCN2CCN(c3ccccc3)CC2)C2(C1=O)c1ccccc1-c1ccccc12,1
C[C@@H]1O[C@@H](O[C@H]2C[C@](O)([C@H](C)O)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)C[C@H](N)[C@@H]1O,1
CC(=O)Nc1ccccc1C=C1c2ccccc2-c2ccccc21,0
COC(=O)CN1C(=O)N(CCCN2CCN(c3ccccc3)CC2)C(c2ccccc2)(c2ccccc2)C1=O,1
CC(C)Cc1cc2c(cc1O)CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,0
C/C1=C\[C@@H]2[C@H](CC[C@]3(CO3)[C@H](OC(=O)c3ccc4ccccc4c3)[C@H]3[C@@H](OC(=O)c4ccc5ccccc5c4)[C@@H](C)C[C@]3(O)C1=O)C2(C)C,1
Cc1ccccc1-c1ccn(Cc2ccccc2)c(=O)c1C#N,0
CSc1ccccc1P(CCP(c1ccccc1SC)c1ccccc1SC)c1ccccc1SC,1
COc1cc(OC)c(C(=O)C=Cc2cn(C)c3ccccc23)c(OC)c1,0
COc1ccc(COc2ccccc2CCc2ccccc2)cc1,1
COc1ccc2c(c1)c1c(C)c3cn(C)ccc3c(C)c1[n+]2C,1
CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,0
NCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,0
C=C1[C@@H](OC(=O)C(C)C)[C@@H](OC(C)=O)[C@@H](OC(=O)c2cccnc2)C(C)(C)/C=C/[C@@H](C)C(=O)[C@@]2(O)C[C@H](C)[C@H](OC(=O)CC)[C@@H]2[C@H]1OC(C)=O,1
C[C@]12CC[C@H]3c4ccc(O)cc4CC[C@H]3[C@H]1CC[C@@H]2O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,0
CC[P+](C#Cc1ccccc1)(c1ccccc1)c1ccccc1,1
O=C(CCl)c1ccc([N+](=O)[O-])o1,0
COc1cc2c(cc1OC)CN(CCCC1CCCc3cc(OC)c(OC)cc31)CC2,1
Cc1nc2cc(N=Nc3c(O)ccc4ccccc34)ccc2[nH]1,0
